Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
Departamento;Lurigancho;3;1;1;130;6400;1500;
Tienda/Salón;Ate;0;0;0;140;7200;315;1550
Departamento;Rímac;2;1;0;90;3500;1300;200
Departamento;Rímac;4;2;4;200;8500;2710;945
Local comercial;Pachacámac;0;0;0;208;5000;2670;530
Departamento;San Miguel;1;1;1;84;2000;718;120
Almacén;La Punta;0;0;0;2000;30000;;
Habitación;Carmen de La Legua;1;0;0;20;485;;
Departamento;Villa El Salvador;1;0;0;30;1490;315;55
Casa;Punta Hermosa;4;0;4;1200;25000;;
Local comercial;Callao;0;1;0;21;700;350;
Departamento;San Luis;2;0;0;79;1700;600;
Departamento;San Borja;1;1;0;150;3000;1200;390
Local comercial;Lince;0;1;0;25;990;570;
Local comercial;Villa El Salvador;0;0;0;15;850;622;165
Departamento;Ate;3;2;3;156;5500;2300;398
Local comercial;Chorrillos;0;3;0;90;5900;2220;
Tienda/Salón;Ate;0;1;0;65;2200;595;500
Departamento;Villa El Salvador;1;0;1;38;1450;690;55
Departamento;Chorrillos;2;0;0;115;2200;1045;190
Local comercial;Jesús María;0;2;0;25;800;364;172
Departamento;San Miguel;2;0;0;49;1800;180;
Terreno;Ventanilla;0;0;0;721;4000;;611
Departamento;Lince;2;1;1;80;1900;1350;100
Departamento;San Borja;2;0;0;120;3800;1000;197
Departamento;Ate;2;1;1;70;1800;681;120
Local comercial;Callao;0;1;0;21;800;306;56
Tienda/Salón;Pachacámac;0;0;0;42;1000;;
Departamento;Chaclacayo;3;1;0;98;2800;390;
Departamento;Ate;2;1;1;70;3240;950;
Departamento;Villa El Salvador;2;1;0;90;3200;980;
Local comercial;Callao;0;1;0;24;800;400;90
Departamento;Comas;2;0;0;99;3300;920;
Local comercial;Pachacámac;0;0;0;42;700;515;83
Departamento;San Borja;3;1;0;80;3100;700;1208
Departamento;San Borja;2;1;0;74;2600;1021;
Departamento;Breña;2;1;0;75;2900;926;90
Departamento;Ate;4;3;4;250;9500;2800;523
Tienda/Salón;Pachacámac;0;0;0;530;12000;7435;1750
Departamento;Jesús María;2;1;1;80;1600;770;108
Departamento;Jesús María;3;4;1;217;3300;947;547
Departamento;Comas;4;1;3;250;12000;2300;1037
Casa;Lince;2;1;2;100;1500;;30
Departamento;Punta Hermosa;3;2;1;140;4700;1620;515
Departamento;Ate;4;3;2;260;7500;3550;350
Departamento;Punta Hermosa;2;0;0;85;2100;700;95
Departamento;Los Olivos;2;1;0;69;1900;600;70
Departamento;Callao;1;1;0;49;1050;580;36
Departamento;La Punta;2;1;0;56;1900;607;89
Casa;Villa El Salvador;2;1;0;70;1900;580;25
Cochera;Pachacámac;0;1;0;0;100;;
Departamento;Comas;4;3;4;480;39000;9400;
Departamento;Ate;4;3;3;180;7000;1935;449
Departamento;San Borja;2;0;0;81;3000;770;159
Departamento;Ate;2;1;1;88;2400;1313;
Local comercial;Ate;0;4;0;125;7000;5000;1100
Departamento;Villa María del Triunfo;2;1;1;80;1100;650;
Casa en condominio;San Juan de Miraflores;2;0;1;100;1500;160;80
Departamento;Comas;3;3;3;169;9000;2300;886
Departamento;Villa El Salvador;4;2;2;423;12000;3795;1253
Tienda en Centro Comercial;Ate;0;2;0;88;2500;4500;1544
Local comercial;Rímac;0;0;0;120;20000;2400;
Departamento;Comas;2;0;0;67;900;320;
Local comercial;Ate;0;0;0;45;1100;1000;1
Local comercial;Callao;0;2;0;44;1500;949;52
Tienda en Centro Comercial;Comas;0;2;0;25;5000;;150
Departamento;Rímac;3;1;0;74;3300;700;83
Departamento;San Borja;2;0;0;110;2800;800;120
Departamento;San Bartolo;1;0;0;31;1140;420;24
Local comercial;Ate;0;1;0;36;1600;780;80
Departamento;Jesús María;2;2;1;90;1500;720;199
Local comercial;Comas;0;0;0;32;1700;750;
Local comercial;Ate;0;3;0;108;5900;2424;
Casa;Pucusana;5;3;0;260;7000;;163
Departamento;Ate;2;1;0;70;2400;1800;150
Casa en condominio;Jesús María;4;3;4;198;4500;1160;3012
Departamento;Chorrillos;3;1;0;60;750;236;
Tienda en Centro Comercial;Lince;0;1;0;61;4500;1;
Departamento;La Punta;1;0;0;48;1400;480;20
Departamento;San Borja;5;1;1;400;8500;2160;365
Departamento;Comas;2;1;0;45;3000;575;25
Departamento;La Punta;2;1;0;65;950;640;126
Departamento;Rímac;2;0;0;100;3800;900;195
Departamento;Mi Perú;3;2;1;90;2950;700;100
Local comercial;Lince;0;1;0;20;700;273;75
Local comercial;Lince;0;1;0;25;1000;550;
Departamento;San Martín de Porres;2;1;0;70;850;200;
Departamento;Mi Perú;1;0;0;30;800;283;187
Departamento;Chorrillos;2;1;1;63;1100;361;
Tienda en Centro Comercial;Ate;0;1;0;81;2500;2548;727
Departamento;Ate;3;2;2;480;15000;2750;650
Departamento;Jesús María;2;2;1;72;1580;900;140
Departamento;Punta Hermosa;2;0;0;51;1900;450;25
Departamento;Chorrillos;1;0;0;17;1100;330;15
Departamento;Chorrillos;3;0;0;100;6050;1155;234
Departamento;Pueblo Libre;2;1;1;90;2700;1350;250
Departamento;Ate;2;1;0;83;950;;13
Departamento;Pueblo Libre;3;3;3;230;6000;4600;990
Departamento;La Punta;2;1;1;62;1700;500;67
Departamento;Rímac;2;2;1;113;3500;1365;387
Departamento;Villa El Salvador;1;0;0;49;1700;440;68
Local comercial;Ate;0;1;0;54;2500;1200;1800
Departamento;Santa Anita;1;0;0;53;900;484;37
Departamento;Ventanilla;2;1;0;63;1300;500;
Almacén;La Perla;0;12;0;3084;67855;19711;1676
Local comercial;Santa Anita;0;0;0;25;600;580;
Casa;Mi Perú;1;0;0;40;850;;
Habitación;San Borja;1;0;0;30;2600;500;
Habitación;San Borja;1;0;0;30;3200;400;50
Habitación;Pachacámac;1;0;1;15;750;;
Departamento;Pueblo Libre;3;3;1;250;11000;3500;889
Departamento;Breña;3;1;0;95;2300;1300;120
Departamento;Villa El Salvador;1;0;0;37;2300;485;56
Departamento;San Luis;1;1;0;45;700;356;126
Departamento;Ate;2;1;0;90;2000;980;1600
Tienda/Salón;San Borja;0;1;0;26;700;1004;170
Departamento;Ate;1;1;1;80;1700;980;250
Casa;Bellavista;1;0;0;35;400;;
Departamento;Ate;2;1;1;70;2200;1000;70
Departamento;Ate;4;3;1;190;5500;1600;435
Local comercial;San Martín de Porres;0;1;0;29;1000;638;
Tienda/Salón;San Borja;0;0;0;260;35000;750;1350
Local comercial;Ate;0;10;0;1100;66000;30000;23786
Tienda/Salón;Chorrillos;0;5;0;525;64698;;
Departamento;San Borja;3;1;0;140;3500;1250;
Departamento;San Miguel;1;1;1;87;1400;1057;162
Departamento;Ate;4;3;2;210;5300;2080;500
Casa en condominio;Pueblo Libre;2;1;0;70;800;200;
Local comercial;Pachacámac;100;39;0;1600;160000;;
Departamento;Santa Anita;1;0;0;50;1000;390;16
Local comercial;Pachacámac;0;0;0;570;19500;8800;
Departamento;Villa El Salvador;4;1;0;240;6000;2050;701
Departamento;Rímac;4;3;4;300;30000;4273;1557
Departamento;Comas;3;1;1;140;7200;2900;500
Casa en condominio;Lurigancho;4;4;1;380;12000;870;1290
Departamento;Lurigancho;2;1;1;86;4100;830;257
Departamento;Jesús María;4;3;4;203;6000;1200;420
Departamento;Rímac;3;1;0;110;6200;885;
Casa en condominio;Ate;4;4;3;280;11000;1200;1100
Casa comercial;Santa Rosa;0;1;0;100;2000;;
Departamento;San Miguel;2;1;0;60;1800;420;
Flat;Chorrillos;1;1;1;50;2500;836;189
Departamento;Ate;2;1;1;140;4500;910;420
Departamento;La Punta;1;0;1;30;1100;580;
Departamento;La Punta;2;1;0;52;700;420;35
Departamento;Jesús María;2;1;1;75;2300;1220;134
Departamento;Callao;2;1;0;55;1000;390;36
Departamento;Bellavista;2;1;0;70;800;250;14
Local comercial;Ate;0;1;0;45;500;1100;
Departamento;Pueblo Libre;2;1;0;77;2700;1050;302
Departamento;San Borja;3;1;1;194;7500;1710;4641
Tienda en Centro Comercial;Ate;0;0;0;34;2700;1047;326
Departamento;Rímac;3;3;1;208;8000;1700;965
Habitación;San Borja;1;0;0;25;1200;318;
Local comercial;Pachacámac;0;0;0;50;1200;1350;230
Departamento;La Perla;3;1;2;220;7000;3200;450
Local comercial;Ate;0;14;0;350;21000;;
Departamento;Ate;3;2;1;204;4600;2321;489
Departamento;Ate;3;1;3;80;2800;1300;
Departamento;Rímac;4;2;2;205;15000;6000;772
Departamento;Ate;3;2;1;165;6500;1503;330
Local comercial;Pachacámac;0;0;0;576;28845;8942;2071
Almacén;Puente Piedra;0;100;0;5000;90000;;12506
Local comercial;San Borja;0;0;0;73;4000;1363;294
Local comercial;Pachacámac;0;0;0;34;900;479;114
Local comercial;Ate;0;1;0;49;1200;617;69
Departamento;Rímac;3;2;1;140;4500;2552;595
Departamento;Punta Hermosa;3;1;1;150;3200;1504;301
Departamento;Santa María del Mar;1;1;0;47;1200;290;49
Departamento;San Miguel;2;1;0;70;1850;748;48
Departamento;Rímac;2;1;1;82;5900;1128;300
Departamento;Mi Perú;2;0;0;70;1300;447;
Departamento;Jesús María;4;2;2;160;1900;830;
Departamento;Ate;4;4;4;330;20000;1800;10500
Casa;Jesús María;3;2;1;321;9000;1400;
Casa;San Luis;3;1;0;100;2100;250;
Departamento;Ate;3;2;1;140;4900;1600;3580
Local comercial;Pachacámac;0;0;0;55;900;1219;138
Local comercial;Santa Anita;0;0;0;30;530;270;
Local comercial;Ate;0;1;0;22;600;797;164
Departamento;Villa El Salvador;2;1;1;60;3400;978;130
Local comercial;Comas;0;0;0;30;2300;880;
Departamento;Jesús María;2;1;1;58;900;500;212
Tienda/Salón;Pachacámac;0;0;0;172;2500;;391
Departamento;San Miguel;3;1;1;106;2050;872;1008
Local comercial;Callao;0;1;0;24;400;600;53
Departamento;San Bartolo;1;0;0;55;2000;585;79
Casa;Lince;2;1;0;100;1300;;
Departamento;Comas;3;3;3;310;16000;3000;1100
Departamento;Ventanilla;2;1;1;79;1300;950;30
Local comercial;Rímac;0;8;0;408;90404;26000;
Almacén;San Miguel;0;0;0;1000;9800;;630
Departamento;Magdalena del Mar;2;0;0;92;1600;;99
Departamento;Ate;2;1;1;102;2500;1478;255
Almacén;Ancón;0;0;0;190;3600;;291
Departamento;San Borja;3;1;1;160;4000;1617;300
Casa comercial;San Borja;12;0;12;360;17000;;1150
Habitación;San Borja;1;0;0;38;1800;500;100
Departamento;San Borja;1;0;0;30;1200;650;54
Departamento;Comas;2;0;0;80;900;170;
Departamento;Comas;3;1;0;80;4000;1200;251
Departamento;Rímac;4;2;2;300;28000;3480;
Departamento;Callao;3;1;1;77;2000;580;80
Departamento;Mi Perú;2;0;0;70;1200;;27
Departamento;Lurigancho;3;2;2;145;4680;1296;317
Almacén;Lince;0;0;0;1599;30394;4399;1199
Departamento;Jesús María;3;2;1;185;2500;1355;2917
Departamento;Ate;1;1;1;68;2800;1250;219
Departamento;Lurigancho;2;2;1;83;3500;1630;196
Local comercial;Ate;0;0;0;125;3500;3100;775
Departamento;Rímac;3;2;1;180;9500;2804;950
Local comercial;Chorrillos;0;1;0;80;4500;2183;464
Tienda/Salón;Lince;0;0;0;240;2500;;
Departamento;San Borja;2;1;1;110;4000;1010;252
Local comercial;San Miguel;0;0;0;50;1200;1260;266
Departamento;Chorrillos;3;0;0;123;3200;421;182
Local comercial;Lince;0;1;0;25;700;484;112
Tienda/Salón;Jesús María;0;0;0;1200;58000;;4750
Departamento;Jesús María;3;3;1;180;1300;1635;320
Local comercial;Lince;0;1;0;40;1400;480;
Local comercial;Pachacámac;0;0;0;309;15000;5000;650
Departamento;Ate;3;2;3;120;2800;1280;360
Departamento;Rímac;2;3;1;168;9000;2124;563
Local comercial;Pachacámac;0;0;0;44;900;150;166
Edificio completo;San Borja;1;1;0;450;63000;13500;3825
Local comercial;Villa El Salvador;0;8;0;834;72435;16680;
Departamento;Chorrillos;1;0;1;50;600;;
Casa en condominio;Lince;2;2;0;100;1200;40;1
Departamento;Ate;1;0;0;71;2100;1200;220
Departamento;San Miguel;2;1;1;81;2350;849;80
Departamento;Lince;2;1;1;67;2000;636;75
Departamento;Jesús María;3;3;3;200;3900;800;310
Departamento;Rímac;3;1;0;90;1900;210;160
Departamento;Pueblo Libre;2;1;1;56;3500;1490;323
Departamento;Rímac;4;2;1;200;11500;3055;500
Departamento;Jesús María;2;1;1;65;1800;680;100
Casa;Ate;6;4;6;540;25000;2333;2900
Departamento;Jesús María;2;1;1;70;1500;737;142
Departamento;San Miguel;3;0;0;98;1700;390;93
Departamento;La Punta;2;0;0;66;700;900;46
Departamento;Comas;3;2;1;200;6300;2200;400
Departamento;La Punta;2;1;0;60;900;420;15
Local comercial;Pachacámac;0;1;0;182;8500;3200;
Departamento;Ate;3;2;1;129;2200;755;195
Departamento;Pucusana;2;0;0;65;1400;600;
Departamento;Rímac;4;2;2;230;17900;5000;1000
Departamento;La Perla;3;1;1;138;7900;1900;3418
Local comercial;Jesús María;0;0;0;25;800;400;104
Departamento;Punta Hermosa;3;2;1;150;6500;1800;
Local comercial;Lince;0;1;0;21;600;500;
Departamento;Lince;4;2;2;155;3000;1664;309
Departamento;Comas;3;1;0;130;8000;2000;480
Departamento;Chorrillos;3;1;1;123;4000;1188;221
Local comercial;Jesús María;0;1;0;22;800;470;170
Departamento;Comas;2;0;0;50;900;313;
Local comercial;Ate;0;1;0;35;1500;1200;200
Departamento;Chorrillos;1;0;0;38;1300;400;25
Flat;Ate;1;1;0;71;2700;1700;181
Departamento;San Miguel;2;1;0;88;1100;693;32
Departamento;San Borja;2;0;0;50;900;360;13
Departamento;Jesús María;3;1;1;80;1700;900;195
Local comercial;Pachacámac;0;0;0;30;500;490;85
Departamento;San Borja;1;0;0;36;1700;632;69
Departamento;Lince;2;1;0;70;750;330;
Local comercial;Pachacámac;0;0;0;106;3500;2112;480
Habitación;San Borja;1;0;0;30;1150;450;30
Departamento;San Miguel;2;0;1;80;1300;;82
Departamento;Callao;1;1;0;49;850;590;37
Local comercial;Ate;0;1;0;20;1100;700;
Tienda/Salón;Lince;0;0;0;25;450;;
Departamento;San Borja;1;0;0;37;2200;555;70
Departamento;Comas;3;1;1;126;6000;1667;590
Departamento;La Perla;2;1;0;63;3300;650;
Departamento;Ate;2;1;0;74;2100;750;
Local comercial;Pachacámac;0;0;0;31;800;546;127
Departamento;Ate;2;1;1;70;2300;1000;80
Departamento;Ate;4;3;4;292;16000;5000;1500
Departamento;Ate;4;2;1;330;9000;3100;1085
Departamento;Jesús María;2;1;1;65;1800;560;
Casa;Lince;2;0;0;70;1000;;
Casa;Ate;4;6;2;232;6500;1100;800
Departamento;Villa El Salvador;3;0;1;110;3800;659;146
Departamento;Chorrillos;3;1;1;102;5100;1300;342
Departamento;La Punta;1;0;0;28;1500;250;
Departamento;Ate;2;2;1;65;1600;1270;233
Departamento;Santa Rosa;2;1;0;69;1250;600;
Departamento;La Molina;2;1;0;48;1000;340;90
Departamento;Rímac;4;2;2;240;17900;5000;1000
Departamento;Punta Hermosa;4;2;1;350;10000;3000;403
Departamento;Ate;2;1;1;87;2300;1482;251
Departamento;Jesús María;2;1;1;70;1500;800;130
Departamento;Ate;3;1;1;75;1900;750;60
Departamento;Ate;2;1;1;80;3500;1100;140
Casa en condominio;Ate;5;6;5;1050;15000;2000;2000
Departamento;San Borja;3;0;2;130;4000;950;200
Local comercial;Pachacámac;0;3;0;134;11840;2898;861
Local comercial;Lince;0;0;0;30;1500;580;
Local comercial;Ate;0;0;0;5124;614000;;
Local comercial;Ate;0;1;0;46;1450;885;253
Departamento;Los Olivos;3;0;0;58;990;100;
Casa comercial;Lurigancho;0;0;0;80;6000;;1000
Departamento;Breña;2;1;0;72;2900;815;96
Departamento;Lince;2;1;2;68;1700;739;
Departamento;Punta Hermosa;4;2;1;230;5150;2225;350
Departamento;La Punta;2;1;1;61;1000;489;
Departamento;Santiago de Surco;3;1;1;220;16000;2757;544
Almacén;San Juan de Miraflores;0;14;0;590;15000;;
Tienda/Salón;San Luis;0;1;0;55;1800;925;525
Departamento;San Borja;3;1;0;290;8000;2032;7000
Almacén;Lince;0;0;0;400;7000;;
Local comercial;Jesús María;0;1;0;38;2500;346;
Departamento;San Miguel;2;1;0;72;1500;734;
Local comercial;Ate;0;2;0;113;8000;2290;8472
Departamento;Cieneguilla;2;1;0;90;1400;480;85
Flat;Comas;2;1;2;90;8000;2200;
Casa;El Agustino;2;0;0;40;950;;
Departamento;San Miguel;3;0;0;86;1500;690;83
Departamento;Comas;3;2;1;200;9500;3600;1500
Departamento;Mi Perú;2;0;0;53;1200;270;17
Loft;Ate;1;1;0;50;2634;1326;240
Local comercial;Chorrillos;0;15;0;650;55250;12122;
Casa comercial;El Agustino;0;0;0;120;2400;;
Casa;Lurigancho;4;2;4;387;25000;270;6661
Local comercial;Pachacámac;0;0;0;66;3000;667;120
Local comercial;Pachacámac;0;0;0;33;900;310;71
Local comercial;Callao;0;1;0;25;700;817;
Casa;Mi Perú;3;6;1;280;2800;;190
Local comercial;San Luis;0;1;0;23;500;450;650
Departamento;San Borja;2;0;1;120;3800;1413;314
Departamento;San Borja;4;1;2;270;13500;2800;
Local comercial;Pachacámac;0;0;0;107;2500;1702;427
Departamento;Mi Perú;2;0;0;72;2000;;758
Departamento;Comas;3;2;1;108;6000;2100;466
Tienda/Salón;Villa El Salvador;0;4;0;98;2800;700;180
Tienda/Salón;Rímac;0;0;0;50;15000;;500
Departamento;Comas;3;2;1;220;9000;3600;1400
Local comercial;San Martín de Porres;0;1;0;29;1000;653;
Tienda/Salón;San Borja;0;0;0;235;20000;;
Departamento;Comas;1;0;1;46;1800;936;86
Departamento;San Bartolo;2;0;0;65;1300;468;30
Departamento;Comas;1;0;1;48;2100;540;81
Tienda/Salón;Comas;0;0;0;100;1800;;150
Departamento;Villa El Salvador;2;1;1;90;3000;1200;120
Departamento;Jesús María;2;0;0;56;1200;781;26
Local comercial;Pachacámac;0;0;0;194;6800;4638;1265
Departamento;San Bartolo;4;0;1;350;10000;2700;6500
Departamento;San Borja;2;0;1;45;1600;620;
Tienda/Salón;Ate;0;2;0;150;5000;2280;
Departamento;Ate;3;2;1;201;9500;2300;13500
Local comercial;Los Olivos;0;2;0;270;8000;;495
Local comercial;Pachacámac;0;0;0;30;650;421;
Departamento;Pachacámac;1;0;1;38;1150;400;25
Departamento;San Bartolo;3;1;0;200;8000;2300;510
Departamento;San Borja;2;0;0;56;3000;;
Tienda en Centro Comercial;Ate;0;1;0;50;2900;1830;993
Local comercial;Chorrillos;0;56;0;4235;529375;114599;34345
Cochera;San Borja;0;9;0;0;450;;
Departamento;Ate;3;2;3;89;4500;1200;211
Almacén;San Miguel;0;60;0;700;9900;;
Departamento;Ate;4;3;2;398;16000;2600;11000
Departamento;Comas;2;2;1;130;8000;2000;660
Departamento;Ate;2;1;1;69;2500;940;800
Departamento;Comas;4;2;1;200;9500;3600;1500
Tienda en Centro Comercial;Jesús María;0;1;0;105;6000;490;1
Local comercial;Ate;0;1;0;28;800;720;130
Departamento;Jesús María;1;1;1;45;1500;1200;440
Departamento;Chorrillos;1;1;0;65;2200;679;27
Departamento;Ate;2;1;2;100;10000;5155;502
Departamento;Santa Anita;3;0;0;60;1300;450;
Departamento;Ate;2;2;1;75;1400;800;100
Departamento;Rímac;3;1;2;155;7200;1515;538
Departamento;San Miguel;2;1;1;70;1600;740;
Departamento;Rímac;2;2;1;65;5000;1950;300
Local comercial;Jesús María;0;1;0;26;700;450;
Local comercial;Pachacámac;0;4;0;250;3000;2120;506
Departamento;San Miguel;3;2;1;150;2000;1700;210
Departamento;Ate;4;3;4;245;11000;3000;544
Local comercial;Ventanilla;0;0;0;178;2500;;290
Departamento;Pueblo Libre;3;2;3;125;4800;1600;460
Departamento;Rímac;2;0;1;71;6700;2070;
Departamento;Mi Perú;2;1;0;46;1100;430;12
Local comercial;Chorrillos;0;7;0;457;50000;17546;
Local comercial;Pachacámac;0;0;0;320;16000;6340;1775
Departamento;Callao;2;1;1;70;1300;720;85
Departamento;San Borja;1;0;1;39;1800;600;
Departamento;Pucusana;1;0;0;21;800;312;15
Departamento;Ventanilla;3;1;0;95;1250;650;60
Casa en condominio;Pucusana;6;4;6;550;25000;;672
Departamento;San Borja;1;0;0;36;2200;590;
Departamento;Ate;2;1;1;67;2000;1300;119
Departamento;San Borja;3;2;1;190;7000;2000;639
Departamento;La Punta;3;0;0;64;1300;310;20
Tienda/Salón;Comas;0;0;0;100;2200;;16
Local comercial;Pachacámac;0;0;0;60;2000;860;170
Departamento;Comas;3;0;0;90;3500;998;95
Local comercial;Pachacámac;0;0;0;200;6000;3730;500
Departamento;San Borja;3;1;0;90;3800;900;230
Departamento;Punta Hermosa;4;4;2;460;10000;5600;500
Local comercial;Ate;0;1;0;35;2000;1009;262
Departamento;Jesús María;3;1;1;82;2000;989;1313
Casa;Lince;5;2;5;120;10000;;
Casa comercial;Pachacámac;0;2;0;258;14000;4900;1000
Departamento;San Luis;2;1;1;58;1350;590;560
Tienda/Salón;Bellavista;0;1;0;40;1300;;154
Departamento;Villa El Salvador;4;0;1;648;18000;3540;2187
Casa;Villa El Salvador;7;10;2;500;12000;;20
Casa en condominio;Ate;5;5;5;600;20000;2300;
Departamento;Punta Hermosa;4;3;1;260;8500;3650;1170
Tienda en Centro Comercial;Ate;0;2;0;84;5500;995;420
Departamento;Comas;3;3;2;270;16000;3100;7813
Departamento;La Molina;2;1;1;51;1200;550;650
Departamento;Pueblo Libre;3;2;1;162;5500;1500;627
Departamento;San Miguel;2;1;1;85;1600;960;90
Departamento;Comas;1;0;0;50;2100;630;
Departamento;Comas;2;1;0;55;1200;364;
Casa;Ate;4;6;2;800;9800;;490
Departamento;Santa Anita;2;1;0;77;1000;925;
Departamento;Ate;1;1;1;69;1900;1007;159
Local comercial;Pachacámac;0;0;0;151;6040;5200;
Local comercial;Chorrillos;0;17;0;795;107394;29832;
Local comercial;Ancón;0;1;0;24;800;454;21
Local comercial;Pachacámac;0;0;0;116;2600;1090;
Tienda en Centro Comercial;Mi Perú;0;0;0;145;7000;;
Habitación;San Borja;1;0;0;28;1500;450;
Departamento;San Luis;2;1;1;85;2500;492;
Local comercial;San Borja;0;0;0;29;1600;494;101
Almacén;La Punta;0;0;0;2170;40000;;2784
Departamento;San Bartolo;1;0;0;58;950;;
Casa;Jesús María;3;0;0;614;4500;;576
Casa;San Miguel;4;6;0;160;3500;;
Departamento;San Miguel;3;1;1;80;3000;967;184
Departamento;Ate;2;1;1;70;1150;1260;160
Departamento;Rímac;2;1;1;90;3500;1150;3300
Almacén;El Agustino;0;34;0;14730;301965;55974;13257
Local comercial;Ate;0;1;0;21;1200;550;100
Casa comercial;Chaclacayo;0;2;0;180;4500;;
Departamento;Rímac;3;2;2;262;20000;2579;1351
Departamento;Magdalena del Mar;1;0;0;33;750;;
Departamento;Punta Hermosa;2;1;0;63;2500;968;93
Departamento;Punta Hermosa;2;1;0;79;2300;780;118
Departamento;Lurigancho;2;2;1;83;3500;1790;196
Local comercial;Pachacámac;0;0;0;660;56100;8400;
Departamento;Ventanilla;2;0;0;80;1700;450;60
Local comercial;Pachacámac;0;0;0;60;1500;898;168
Departamento;Punta Hermosa;4;2;1;270;5500;2750;420
Edificio completo;Pachacámac;0;0;0;1164;40000;;8682
Departamento;Punta Hermosa;3;2;1;157;6400;1792;460
Local comercial;Pachacámac;0;0;0;80;1555;;
Departamento;Comas;3;1;2;108;5800;1735;368
Departamento;Comas;3;2;1;166;7000;3400;
Departamento;Chorrillos;1;0;0;53;1600;770;70
Local comercial;Ate;0;1;0;21;800;727;
Habitación;San Borja;1;0;0;15;800;305;24
Local comercial;Ate;0;1;0;27;700;700;47
Almacén;La Perla;0;8;0;1981;39630;7928;2377
Local comercial;Ate;0;0;0;33;1000;500;1000
Departamento;Pueblo Libre;3;1;1;120;5500;1080;555
Local comercial;Pachacámac;0;0;0;220;12000;4800;1365
Departamento;Ate;3;2;2;168;3500;2138;401
Departamento;San Miguel;2;0;1;48;1700;700;
Departamento;Ate;2;1;1;60;2800;900;149
Local comercial;Pachacámac;0;1;0;259;23319;5036;572
Local comercial;Ate;0;1;0;35;1250;1000;206
Departamento;Punta Hermosa;4;0;2;217;9000;1200;
Local comercial;Pachacámac;0;0;0;375;28125;6000;
Departamento;Comas;2;0;0;73;3000;700;190
Local comercial;Pachacámac;0;0;0;56;1400;931;175
Casa en condominio;Jesús María;4;4;4;540;10500;850;1000
Local comercial;Pachacámac;0;0;0;70;2300;1960;249
Departamento;Rímac;2;1;0;73;3800;1100;210
Local comercial;Ate;0;1;0;80;4500;1800;
Departamento;San Borja;1;0;1;50;2500;516;25
Casa;Ate;2;0;0;95;1100;;
Departamento;Ventanilla;2;2;1;91;2000;600;145
Departamento;Lince;2;1;0;50;1000;310;
Casa en condominio;Ate;4;2;4;470;8500;510;600
Departamento;Ate;2;1;1;90;3000;1846;438
Departamento;Pachacámac;1;0;0;35;1000;300;
